Part Number,Parts Description,Part Category,NDP,MRP,HSN Code,CGST Tax,SGST Tax,IGST Tax
1300613S01,DRIVE ASSEMBLY,Electricals,1249.5,2272,85119000,14,14,28
1300614S01,ENGAGING LEVER ASSEMBLY,Electricals,190.74,347,85119000,14,14,28
1300615S01,INTERMEDIATE BRACKET,Electricals,756.84,1376,85119000,14,14,28
1300616S01,ARMATURE ASSEMBLY,Electricals,2856,5193,85119000,14,14,28
1300617S01,FIELD COIL ASSEMBLY,Electricals,1577.94,2869,85119000,14,14,28
1300618S01,BRUSH GEAR ASSEMBLY,Transmission,765.6,1392,85119000,14,14,28
1300619S01,CE BRACKET ASSEMBLY,Electricals,613.02,1115,85119000,14,14,28
1300620S01,ARMATURE ASSEMBLY KIT,Electricals,151.98,276,85118000,14,14,28
1300620S91,ARMATURE ASSEMBLY KIT,Electricals,154,280,85114000,14,14,28
1300621S01,BEARING BUSH ASSEMBLY KIT,Electricals,224.4,408,85118000,14,14,28
1300622S01,BRUSH ASSEMBLY KIT,Electricals,785.4,1428,85118000,14,14,28
1300623S01,SEALING ASSEMBLY KIT,Electricals,140.76,256,85118000,14,14,28
1300624S01,FASTENERS ASSEMBLY KIT,Electricals,364.14,662,85118000,14,14,28
1300625S91,HAND PRIMER WITH SEDIMENT BOWL,ENGINE,742.84,1516,73071190,9,9,18
1300632S01,Timing Case cover assy.,ENGINE,1517.15,3097,84099941,14,14,28
1300641K91,ENGINE MAJOR OH KIT S433 - PREMIUM,ENGINE,7238.35,13161,84099990,14,14,28
1300641K92,ENGINE MAJOR OH KIT S433 - PREMIUM (VG),ENGINE,6664.68,12118,84099990,14,14,28
1300642S01,Rubber Sealing Ring,ENGINE,25.52,43,87085000,9,9,18
1300655S91,E.O.H.KIT S324 ALFIN LEAKLESS GASKET KIT,Engine,5666.74,12319,84099941,14,14,28
1300656S91,E.O.H.KIT S325 ALFIN LEAKLESS GASKET KIT,Engine,5771.62,12547,84099941,14,14,28
1300668S93,CLUTCH PEDAL CONVERSION KIT,CLUTCH,8844.12,15516,87089300,9,9,18
1300668S94,CLUTCH PEDAL CONVERSION KIT,CLUTCH,11381.16,19290,87089300,9,9,18
1300673S91,BULB KIT,Electricals,485.2,822,85122090,9,9,18
1300679S01,GEAR FUEL PUMP DRIVE,ENGINE,1756.73,3585,84099949,14,14,28
1300687S01,GEAR - HYDRAULIC PUMP,ENGINE,1452.19,2963,84839000,9,9,18
1300689S91,CYLINDER HEAD MAJOR KIT- FOR TSJ436 7046,ENGINE,20878.37,42609,84099990,14,14,28
1300690S01,HIGH PR PIPE ASSLY,ENGINE,1067.32,2178,84099990,14,14,28
1300691S91,JOINT/GASKET KIT,Engine,603.2,1160,84099941,14,14,28
1300692S91,JOINT/GASKET KIT,Engine,1044.16,2008,84099941,14,14,28
1300693S01,Injector Nozzile,ENGINE,4755.11,9704,84139190,9,9,18
1300694S01,Holder Pin,ENGINE,1192.45,2434,84835090,9,9,18
1300695S01,FENDER W/O BRACKET 1334A01101,SHEET METAL,5350,9068,87089900,9,9,18
1300695S0160,FENDER W/O BRACKET 1334A01101,SHEET METAL,3964.8,6500,87081010,9,9,18
1300696S01,FENDER W/O BRACKET 1334A01201,SHEET METAL,5320,9017,87089900,9,9,18
1300697S01,BOWL -WATER SEPARATOR,,36.48,64,87089900,9,9,18
1300700S92,INITIAL KIT FOR 7250,,1808.61,3173,87085000,9,9,18
1300701S01,CLUTCH LEVER ADJUSTING BOLT & SCREW KIT,FASTENERS,103.64,176,73181500,9,9,18
1300706S01,Timing Case,ENGINE,2852,5820,84099941,14,14,28
1300707S01,Joint Front Cover To Timing Case,ENGINE,156.61,319,48239030,9,9,18
1300708S01,Timing Case Cover Assembly with Cover &,ENGINE,1619.94,3306,84099990,14,14,28
1300712S01,BOLT,Fasteners,4,8,73181500,9,9,18
1300713S01,INJECTION PUMP,ENGINE,23633.19,48231,84133010,9,9,18
1300714S01,JOINT,ENGINE,42.24,86,48239030,9,9,18
1300715S01,JOINT- LUB OIL SUMP TO CYL. BLOCK (PAIR),FRONT AXLE,69.73,142,68129922,9,9,18
1300716S01,PLATE,ENGINE,139.17,284,73182200,9,9,18
1300717S01,WATER PUMP,Engine,1572.74,3419,84139190,9,9,18
1300718S01,WATER PUMP,Engine,1610,3500,84139190,9,9,18
1300719S01,WATER PUMP,Engine,1573.2,3420,84139190,9,9,18
1300720S01,WATER PUMP,ENGINE,1944.42,3968,84133030,9,9,18
1300721S01,OIL FILLER,ENGINE,382.5,780,73071190,9,9,18
1300726S91,INSULATOR AND SPRING KIT,FASTENERS,422.51,716,73201011,9,9,18
1300732S01,ALLEN BOLT,FASTENERS,12.43,27,73181500,9,9,18
1300734S91,PEDAL CONVERSION KIT–CLASSIC TOPUSH-1035,Transmission,8997.45,15785,87085000,9,9,18
1300735S91,CWP CONVERSION KIT – 6/37 TO 7/39,Transmission,10259.43,17999,87084000,9,9,18
1300743S01,water Pump,Engine,1898,3650,84133030,9,9,18
1300749S91,INITIAL KIT FOR MF7250,ENGINE,1866.75,3164,87085000,9,9,18
1300751S91,INITIAL KIT FOR MF241 DI,ENGINE,1911,3424,87089900,9,9,18
1300753S91,INSTRUMENT PANEL (ORANGE),Sheet Metal,96.9,170,87089900,9,9,18
1300754S91,CLUTH OVERHAULING KIT MAJOR - 10 INCH,Clutch,3904.5,6850,87089300,9,9,18
1300755S91,CLUTH OVERHAULING KIT MINOR - 10 INCH,Clutch,2189.94,3842,87089300,9,9,18
1300756S91,CLUTH OVERHAULING KIT MAJOR - 11 INCH,Clutch,4723.02,8286,87089300,9,9,18
1300757S91,CLUTH OVERHAULING KIT MINOR - 11 INCH,Clutch,2266.89,3977,87089300,9,9,18
1300758S91,LIFT SHAFT MINOR REPAIR KIT-HIGHER HP,HYDRAULICS,445.78,756,87089900,9,9,18
1300759S01,SHROUD,Engine,302.5,550,85119000,14,14,28
1300760S01,SOLENOID SWITCH ASSEMBLY,Electricals,2206.05,4011,85365090,9,9,18
1300761S01,MOVING CONTACT ASSEMBLY,Electricals,36.3,66,85119000,14,14,28
1300762S01,TERMINAL BASE ASSEMBLY,ELECTRICALS,363.06,660,85119000,14,14,28
1300763S01, IXING BRACKET ASSEMBLY,Sheet Metal,2650.45,4819,85114000,14,14,28
1300764S01,ENGAGING LEVER ASSEMBLY,Electricals,57.75,105,85114000,14,14,28
1300765S01,CE BRACKET ASSEMBLY,Sheet Metal,612.7,1114,85114000,14,14,28
1300766S91,FASTENERS & SUNDRIES PARTS KIT,Electricals,141.35,257,85114000,14,14,28
1300767S91,BRUSH ASSEMBLING KIT,Electricals,22.55,41,85114000,14,14,28
1300768S91,FASTENERS ASSEMBLING KIT,Electricals,223.3,406,85114000,14,14,28
1300769S91,SEALING ASSEMBLING KIT,Electricals,73.15,133,85114000,14,14,28
1300770S01,SETSCREW-INSPECTION COVER TO TIMING CASE,Fasteners,5.2,10,73181500,9,9,18
1300772S01,OIL FILLER,ENGINE,305.32,623,73079990,9,9,18
1300778S01,Rim& Lug assembly,Wheels,3805.99,6450,87087000,9,9,18
1300779S01,TIMING CASE,ENGINE,2852,5820,84099941,14,14,28
1300780S01,SPACER,ENGINE,13.65,30,72072090,9,9,18
1300781S01,HOSE - CLB,ENGINE,179.44,366,40091100,9,9,18
1300782S01,GEAR FUEL PUMP DRIVE,ENGINE,654.86,1336,84834000,9,9,18
1300801S01,SRE BRACKET ASSY,OTHERS,869.12,1580,85114000,14,14,28
1300821S91,GEAR - STEERING PUMP,STEERING,788,1608,84099949,14,14,28
1300824S91,ENGINE OVERHAUL KIT (S324) - MKT,ENGINE,7205.14,13100,84099990,14,14,28
1300824S92,ENGINE OVERHAUL KIT (S324) - MKT (VG),ENGINE,6488.9,11798,84099990,14,14,28
1300825S91,ENG OVERHAUL KIT S325 TREM III - MKT,ENGINE,8017.76,14578,84099990,14,14,28
1300825S92,ENG OVERHAUL KIT S325 TREM III -MKT (VG),ENGINE,6899.2,12544,84099990,14,14,28
1300826S91,ENGINEO.H.KITS324(SHIM WITH 4 GROOVE)MKT,ENGINE,7549.07,13726,84099990,14,14,28
1300826S92,ENGINEO.H.KITS324(SHIM 4 GROOVE)MKT (VG),ENGINE,6598.9,11998,84099990,14,14,28
1300828S01,DRAIN PLUG ASSY,Radiator,35.51,60,87089900,9,9,18
1300837S01,FUEL & OIL FILTER KIT,ENGINE,246.91,505,84212900,9,9,18
1300838S01,FITMENT TOOL for CASSETTE TYPE SEAL,Engine,6118.84,11767,87089900,9,9,18
1300839S01,R/E SEAL WITH HOUSING-INTEGRATED CASSETE,ENGINE,1090.14,2536,87089900,9,9,18
1300840S01,PISTON ASSEMBLY,ENGINE,3077.95,6281,84099114,14,14,28
1300841S01,COLLAR SCREW,FASTENERS,48.55,98,73181110,9,9,18
1300842S01,FLANGE SEALING,ENGINE,207.18,422,84841090,9,9,18
1300843S01,PLASTIC CAP,Seat,658.92,1156,94019000,9,9,18
1300844S01,U PAD,Seat,3675.36,6448,94019000,9,9,18
1300845S01,TIMING GEAR COVER,ENGINE,2023.2,4130,84099941,14,14,28
1300846S01,SCREW,FASTENERS,5,10,73181110,9,9,18
1300847S01,BRACKET,ENGINE,588.98,1202,84099941,14,14,28
1300848S01,BRACKET,ENGINE,597.8,1220,84099941,14,14,28
1300849S01,PRESSURE SENSOR,ELECTRICALS,7379,15059,84133010,9,9,18
1300850S01,PRESSURE CONTROL VALVE,ENGINE,2829.7,5776,84133010,9,9,18
1300851S01,FUEL PRESSURE VALVE,ENGINE,4514.8,9213,84133010,9,9,18
1300852S01,O RING FOR AIR CLEANER,Engine,35.96,61,84213100,9,9,18
1300853S01,PULLEY CRANKSHAFT,ENGINE,944.62,1928,84835010,9,9,18
1300859S01,ADAPTER,ENGINE,105.35,216,73181190,9,9,18
1300860S01,WATER PUMP,ENGINE,1608,3282,84133030,9,9,18
1300861S91,GASKET KIT,TRANSMISSION,602.95,1231,84099941,14,14,28
1300865S01,Dust Cap,ENGINE,25.8,44,84099941,14,14,28
1300866S01,PTO blanking plate,ENGINE,96,196,84099941,14,14,28
1300867S01,ALTERNATOR BRACKET,SHEET METAL,440.51,899,84099941,14,14,28
1300868S01,TOP DOME,Engine,98.75,167,84213100,9,9,18
1300869S01,SEALING RING,ENGINE,14.6,25,84213100,9,9,18
1300870S01,DUST COLLECTOR BOWL,Engine,206.82,351,84213100,9,9,18
1300871S01,PRE CLEANER BASE WITH STUD,Fasteners,72.6,123,84213100,9,9,18
1300872S91,RMB VALVE MF9000 & MF9500 NON-TANDEM KIT,HYDRAULICS,4408.66,7472,87089900,9,9,18
1300873S01,PIPE ASSY–FUEL. FILTER & PROTECT FILTER,ENGINE,312.63,639,40091100,9,9,18
1300875S01,Pipe Assembly Turbocharger Oil Drain,ENGINE,403.57,824,87081090,14,14,28
1300877S91,TRACTOR  COMPLETE UTILITY KIT,ACCESSORIES,9699,15900,87089900,9,9,18
1300879S01,Twin Lug Rim W11x28,Wheels,3332.93,5649,87087000,9,9,18
1300882S01,Washer Main Bearing Set 0.003” o/s,FASTENERS,171.01,349,84833000,9,9,18
1300883S01,"Washer Main Bearing Set Std 0.005"" Overs",FASTENERS,146.51,299,84082020,9,9,18
1300898S91,PD - CONTROL SPRING DRAFT SENSING KIT 1,FASTENERS,4198.95,7117,87089900,9,9,18
1300899S91,PD - CONTROL SPRING DRAFT SENSING KIT 2,FASTENERS,2443.98,4142,87089900,9,9,18
1300900S91,HEAD LAMP FASTENERS KIT,ELECTRICALS,48.95,83,87089900,9,9,18
1300901S01,ASSY.FENDER RH W/O BRACKET - 1334A02402,Sheet Metal,9496.11,16095,87089900,9,9,18
1300902S01,ASSY.FENDER LH W/O BRACKET - 1334A01902,Sheet Metal,9466.35,16045,87089900,9,9,18
1300903S91,ARM HYDRAULIC LIFT & PIN CLEVIS KIT,HYDRAULICS,2032.67,3445,87089900,9,9,18
1300907S91,HIGH PRESSURE PIPE KIT,ENGINE,471.5,962,84099941,14,14,28
1300912S91,FENDER W/O BRACKET LH & RH KIT,SHEET METAL,9092.08,15410,87089900,9,9,18
1300915S91,HALF ENGINE ASSEMBLY,ENGINE,88726.64,161322,84099941,14,14,28
1300916S01,STUD,ENGINE,8.33,17,73181190,9,9,18
1300917S01,WASHER,ENGINE,10.4,20,73182100,9,9,18
1300919S01,TWIN LUG RIM W11X28 - SILVER MIST,Wheels,4245,7195,87087000,9,9,18
1300920S91,Fender stiffner assy  (RAJ),Sheet Metal,3089.92,5237,87089900,9,9,18
1300921S91,FENDER SUPPORT ASSY (AP),Sheet Metal,694.99,1178,87089900,9,9,18
1300933S91,MF5245 REMOTE BREATHER (SIDE),OTHERS,1107.58,1877,87089900,9,9,18
1300934S91,MF5245 REMOTE BREATHER (CENTRE),OTHERS,1039.75,1762,87089900,9,9,18
1300939S01,Piston Assy,ENGINE,1486.59,3033,84099114,14,14,28
1300941S01,LUB OIL SUCTION PIPE ASSY,Engine,281,475,84099941,14,14,28
1300942S01,LUBE OIL PAN,ENGINE,10412.45,21250,84099941,14,14,28
1300943S01,ADAPTOR_PLATE_TRANSMISSION,ENGINE,3472.02,7038,84099941,14,14,28
1300944S91,HALF ENGINE ASSY FOR EU STAGE III A S325,ENGINE,64563,131762,84099941,14,14,28
1300948S91,KIT STEERING PUMP,STEERING,4878.68,8290,84136010,9,9,18
1300949S01,ASSY SEAT BASE COMP - DUAL COLOR,OTHERS,1940,3289,87089900,9,9,18
1300950S01,ASSY BACK REST COMP - DUAL COLOR,OTHERS,1856,3146,87089900,9,9,18
1300951S01,HOSE,ENGINE,495.6,840,40091100,9,9,18
1300952S01,HOSE,ENGINE,354,600,40091100,9,9,18
1300956S91,KIT- FENDER & WORK LAMP,SHEET METAL,7725.5,13093.44,85122010,9,9,18
1300956S92,KIT- FENDER & WORK LAMP,SHEET METAL,9000,15255,87089900,9,9,18
1300957S91,"KIT - FRONT AXLE,FES & PIN-PIVOT",FRONT AXLE,14940.69,25323,87089900,9,9,18
1300958S01,EMS Wiring Harness,ENGINE,8639.4,15708,87089900,9,9,18
1300959S91,KIT- FENDER LH & PLUGS,SHEET METAL,8745,14822,87089900,9,9,18
1300968S01,ASSY SPRING CASE COMPL. - PC,SEAT,1324,2244,94012000,9,9,18
1300969S01,SPRING DOWEL PIN 3.3X12,SEAT,4,7,94012000,9,9,18
1300970S01,WATER PUMP ASSEMBLY,OTHERS,2356.2,4284,84099941,14,14,28
1300987S01,WATER PUMP ASSEMBLY,OTHERS,2294.6,4172,84099941,14,14,28
1310A01101,CROWN WHEEL & PINION KIT (7/39),Rear Transmission,11076.69,18774,87084000,9,9,18
1310A03401,CROWN WHEEL & PINION KIT (7/39) - RPTO,Rear Transmission,9992.63,16937,87089900,9,9,18
1310A03701,CROWN WHEEL & PINION KIT (7/39) DC,REAR TRANSMISSION,9694.4,16431,87084000,9,9,18
1310A06601,KIT-ASSY BRAKE SET (IDB) HCL Single Line,BRAKES,6721.44,11792,87083900,9,9,18
1310A06701,ASSY. EPICYCLIC REDUCTION,REAR TRANSMISSION,9898.75,16778,87089900,9,9,18
1310A06901,LINED FRICTION DISC ASSEMBLY,Brakes,1216,2062,87083000,9,9,18
1310A08601,CROWN WHEEL & PINION KIT (7/39),REAR TRANSMISSION,10739.41,18202,87084000,9,9,18
1310A09701,BREATHER PIPE ASSY RH,Hydraulics,287.58,487,87089900,9,9,18
1310A09801,BREATHER PIPE ASSY LH,Hydraulics,287.58,487,87089900,9,9,18
1310A10001,ASSY.DIFF CASE LH & RH,Rear Transmission,6153.14,10429,87089900,9,9,18
1310C00301,SHAFT - REAR AXLE OIB(SPIGOT),Rear Transmission,4681.55,8213,87085000,9,9,18
1310C00401,BOLT-REAR AXLE9/16 -18UNF(M52960-2500),Fasteners,36.69,64,73181500,9,9,18
1310C00501,PLUG,Engine,4.56,8,40169360,9,9,18
1310C00601,PLUG (GA),CONTROLS,4.56,8,87085000,9,9,18
1310C00701,PLUG(JA),REAR TRANSMISSION,4.13,7,87085000,9,9,18
1310C00901,CENTRE HOUSING,REAR TRANSMISSION,20003.92,33905,87089900,9,9,18
1310C01101,CENTRE HOUSING - MF 9500,REAR TRANSMISSION,21146.06,35841,87085000,9,9,18
1310C01201,Centre Housing - Domestic Side Shift,Rear Transmission,23379.93,39627,87085000,9,9,18
1310C01401,SPACER PTO BEARING,REAR TRANSMISSION,99.81,169,87085000,9,9,18
1310C01601,RETAINER-PTO BEARING,Rear Transmission,206.42,350,87085000,9,9,18
1310C01801,SLEEVE-PTO BEARING(PADDY SPL),Rear Transmission,890.45,1509,87085000,9,9,18
1310C01901,SHIELD-PADDY SPL (THREADED),Rear Transmission,207.55,352,87085000,9,9,18
1310C02301,CENTRE HOUSING-REAR HITCH,REAR TRANSMISSION,24371.53,41308,87085000,9,9,18
1310C02401,CENTRE HOUSING,REAR TRANSMISSION,24847.33,42114,87085000,9,9,18
1310C03001,CENTRE HOUSING,REAR TRANSMISSION,20283.74,34379,87089900,9,9,18
1310C03401,PINION-DRY CUT(7X39),Transmission,2148,3641,87084000,9,9,18
1310C03501,PEDAL - DIFF LOCK,REAR TRANSMISSION,427.5,750,87084000,9,9,18
1310C03801,NUT - DRIVING PINION LOCK,FASTENERS,123.53,209,73181600,9,9,18
1310C03901,HOUSING PTO,Rear Transmission,734.89,1245,87085000,9,9,18
1310C04401,PTO SHAFT (FACE SEAL) - TOOTH ROUNDED,Rear Transmission,2126.15,3604,87085000,9,9,18
1310C04601,CENTRE HOUSING FLAT 4WD,REAR TRANSMISSION,6205.94,10519,87089900,9,9,18
1310C04701,CARRIER PLANETARY PINION,HYDRAULICS,5226.38,8858,87089900,9,9,18
1310C47101,PTO SHAFT,REAR TRANSMISSION,1746.36,2863,87089900,9,9,18
1310C47201,NUT-PTO,FASTENERS,92.34,162,73181600,9,9,18
1310C47501,OIL SPLASHER,REAR TRANSMISSION,38.68,63,87089900,9,9,18
1310C47901,COVER - REAR AXLE,REAR TRANSMISSION,2598.22,4404,87085000,9,9,18
1310C48701,PLATE DIFF CARRIER - LH,REAR TRANSMISSION,3864.57,6550,87089900,9,9,18
1310C48801,PLATE DIFF CARRIER - RH,SHEET METAL,3684.8,6245,87089900,9,9,18
1310C49001,BRAKE HOUSING - LH,OTHERS,3841.34,6511,87089900,9,9,18
1310C49101,BRAKE HOUSING - RH,OTHERS,3840.54,6510,87089900,9,9,18
1310P00701,OIL SEAL - 71001,REAR TRANSMISSION,623.81,1057,40169330,9,9,18
1311A00901,ASSY CROSS SHAFT,CONTROLS,1046.59,1774,87083000,9,9,18
1311A01201,ASSY BRAKE ROD RH,Brakes,191.75,325,72279090,9,9,18
1311A01301,LINK ASSY - BRAKE,BRAKES,107.72,183,72279090,9,9,18
1311A01401,ASSY. BRAKE ROD LH,BRAKES,242.21,410,72279090,9,9,18
1311A01701,PIVOT-ASSY BRAKE,Brakes,437.76,768,87083000,9,9,18
1311A01702,PIVOT-ASSY BRAKE,BRAKES,472.07,800,87083000,9,9,18
1311A0270165,ASSY BRAKE PEDAL LH,Sheet Metal,941.07,1651,87083000,9,9,18
1311A0270265,ASSY BRAKE PEDAL LH,Sheet Metal,916.77,1553,87083000,9,9,18
1311A0280165,ASSY BRAKE PEDAL RH,Sheet Metal,754.11,1323,87083000,9,9,18
1311A0280265,ASSY BRAKE PEDAL RH,Sheet Metal,957.6,1680,87083000,9,9,18
1311A0280365,ASSY BRAKE PEDAL RH,Sheet Metal,1092.87,1852,87083000,9,9,18
1311A02901,ASSY HAND BRAKE CABLE LH,BRAKES,326.06,553,87083000,9,9,18
1311A03301,ASSY BRAKE ROD - LH,BRAKES,618.44,1048,87083000,9,9,18
1311A03401,ASSY BRAKE ROD - RH,BRAKES,613.16,1039,87083000,9,9,18
1311A04101,ASSY BRAKE ROD RH,BRAKES,331.04,561,72279090,9,9,18
1311C02401,O-RING - PEDAL,CONTROLS,10.23,17,87083000,9,9,18
1311C02901,SPACER - PIVOT ASSY BRAKE,Brakes,64.25,105,73072200,9,9,18
1311C03001,SPACER - PIVOT ASSY CLUTCH,CLUTCH,43.15,73,73072200,9,9,18
1311P0010165,KIT-BRAKE PEDALS,SHEET METAL,1737.93,3049,87083000,9,9,18
1312A03001,ASSY.FIRST GEAR,TRANSMISSION,2284.83,3873,87084000,9,9,18
1312A03101,ASSY.REVERSE GEAR,TRANSMISSION,1943.38,3294,87084000,9,9,18
1312C00301,PRECOATED SEALANT SCREW(229144210-0441),FASTENERS,18.24,32,73181500,9,9,18
1312C00601,PRECOATED SEALANT SCREW,FASTENERS,19.4,33,73181190,9,9,18
1312C00701,PLUG(CA),Engine,5.13,9,87085000,9,9,18
1312C00801,PLUG (DA),Transmission,4.13,7,87085000,9,9,18
1312C02701,FORK 1ST AND REV - SM,Transmission,504.27,855,73269099,9,9,18
1312C02801,FORK 2ND AND 3RD - SM,TRANSMISSION,440.07,746,73269099,9,9,18
1312C02901,TRANSMISSION CASE - DOM SIDE SHIFT,Transmission,18066.15,31695,87084000,9,9,18
1312C02902,CASE TRANSMISSION,TRANSMISSION,20401.37,34579,87084000,9,9,18
1312C0290209,TRANSMISSION CASE - DOM SIDE SHIFT,OTHERS,16384.8,27771,73251000,9,9,18
1312C03001,PINION MAIN DRIVE SHAFT,Transmission,1856.08,3146,87084000,9,9,18
1312C03101,SELECTOR 4 - SM,TRANSMISSION,208.82,354,87084000,9,9,18
1312C03801,INPUT SHAFT,Transmission,2384.71,4042,87085000,9,9,18
1312C03901,GEAR CONSTANT MESH,TRANSMISSION,1681.49,2850,87089900,9,9,18
1312C04101,INPUT SHAFT [60],TRANSMISSION,1861.23,3155,87084000,9,9,18
1312C04401,DYNATRANS SF3I WET BRAKE OIL (OIB),BRAKES,126.54,222,27101980,9,9,18
1312C04601,PINION 3RD AND REVERSE (30T)-10X2,TRANSMISSION,891.78,1511,87084000,9,9,18
1312C04701,THRUST WASHER,Fasteners,42.55,75,74152100,9,9,18
1312C04801,THRUST WASHER,Fasteners,41.93,74,74152100,9,9,18
1312C04901,THRUST WASHER,Fasteners,38.93,68,74152100,9,9,18
1312C05001,THRUST WASHER,Fasteners,38.34,65,74152100,9,9,18
1312C05301,INPUT SHAFT (26T) - 10X2,Transmission,1539,2700,87089900,9,9,18
1312C05302,INPUT SHAFT (26T) - 10X2 (909),TRANSMISSION,2067.51,3504,87084000,9,9,18
1312C05401,GEAR 2ND & 3RD (46T&39T)-10X2,Transmission,2399.22,4066,87084000,9,9,18
1312C05501,PINION PTO MAINDRIVE SHAFT (15T)-10X2,REAR TRANSMISSION,1831.62,3104,87084000,9,9,18
1312C05601,GEAR INPUT(42T) & 5TH(36T) - 10X2,TRANSMISSION,2686.27,4553,87084000,9,9,18
1312C05701,GEAR PTO CM (53T) - 10X2,REAR TRANSMISSION,1867.63,3165,87084000,9,9,18
1312C05801,RAIL 4TH AND 5TH,TRANSMISSION,320.8,544,87084000,9,9,18
1312C05901,RAIL 4TH AND 5TH,Transmission,238.19,404,87089900,9,9,18
1312C06501,JAW SELECTOR 3RD/4TH,Transmission,332.09,563,87089900,9,9,18
1312C06601,SNAPRING,FASTENERS,58.41,99,73182200,9,9,18
1312C06701,KNOB-GEAR SHIFT LEVER-10X2,KNOB,79.11,134,87089900,9,9,18
1312C07101,MAIN SHAFT  - CONSTANT MESH,Transmission,2313.63,4059,87084000,9,9,18
1312C07201,RING GEAR,TRANSMISSION,2550.56,4323,87084000,9,9,18
1312C07401,WASHER(1.95 THICK),FASTENERS,44.41,75,73182200,9,9,18
1312C07501,WASHER(3.95 THICK),Fasteners,63.84,108,73182200,9,9,18
1312C07601,WASHER(3.60 THICK),Fasteners,57.82,98,73182200,9,9,18
1312C07701,WASHER(3.25 THICK),FASTENERS,55.78,95,73182200,9,9,18
1312C07801,WASHER(2.90 THICK),FASTENERS,51.92,88,73182200,9,9,18
1312C07901,WASHER(2.55 THICK),FASTENERS,49.56,84,73182200,9,9,18
1312C08001,WASHER(2.15 THICK),Fasteners,47.73,81,73182200,9,9,18
1312C09301,PINION 3RD AND REVERSE (WITH GRIND)-30T,Transmission,1413.03,2396,87084000,9,9,18
1312C09401,GEAR - REVERSE CLUSTER (WITH GRIND),TRANSMISSION,1315.04,2229,87084000,9,9,18
1312C10101,RAIL - 4TH & 5TH,Transmission,326.48,553,87089900,9,9,18
1312C10201,RAIL - 2ND & 3RD,Transmission,341.42,579,87089900,9,9,18
1312C10301,RAIL - 1ST & REV,Transmission,326.46,553,87089900,9,9,18
1312C10401,RAIL - HI LOW,Transmission,412.98,700,87089900,9,9,18
1312C10601,FORK - 4TH & 5TH,Transmission,696.34,1180,87089900,9,9,18
1312C10701,TRANSMISSION CASE,TRANSMISSION,22686.94,38453,73251000,9,9,18
1312C11101,BALL RETAINER,Transmission,64.2,109,87089900,9,9,18
1312C11201,PINION MAIN DRIVE SHAFT - 18T HELICAL,TRANSMISSION,1305.19,2212,87084000,9,9,18
1312C11501,PINION MAINDRIVE SHAFT(17T)-HELICAL,TRANSMISSION,1532.41,2597,87085000,9,9,18
1313A00101,ASSY.ROD-SOLENOID,,54.72,96,87085000,9,9,18
1313A00401,ASSY THROTTLE CONTROL ROD,Sheet Metal,109.44,192,72279090,9,9,18
1313A00501,ASSY. SUPPORT FOOT THROTTLE,Controls,179.32,315,87081010,9,9,18
1313A00701,Knob Kit 8 Speed,Knob,208.27,353,87089900,9,9,18
1313A00702,Knob Kit 8 Speed,Knob,227.43,399,87089900,9,9,18
1313A00901,KNOB KIT 8 SPEED - W/O CUT OFF KNOB,Knob,130.42,222,87089900,9,9,18
1313A01601,ASSY THROTTLE VERTICAL LINK,Controls,70.11,123,72279090,9,9,18
1313A01801,ASSY SUPPORT - FOOT THROTTLE,CONTROLS,204.28,346,87089900,9,9,18
1313A0180165,ASSY SUPPORT - FOOT THROTTLE,Sheet Metal,239,405,87089900,9,9,18
1313A0190165,ASSY PEDAL THROTTLE,Sheet Metal,94.99,161,87089900,9,9,18
1313A0190265,ASSY PEDAL THROTTLE,SHEET METAL,81.71,138,87089900,9,9,18
1313A02001,ASSY THROTTLE LINK-LONG,CONTROLS,70.41,119,72279090,9,9,18
1313A02101,ASSY THROTTLE LINK-SHORT,CONTROLS,111.4,189,72279090,9,9,18
1313A03101,ASSY.LINK ROD HAND THROTTLE,CONTROLS,54.94,97,87089900,9,9,18
1313C03201,THROTTLE YOKE,CONTROLS,35.99,61,87089900,9,9,18
1314A00201,ARM ASSY LH (MAHAAN),FRONT AXLE,2542.77,4461,87085000,9,9,18
1314A00501,ARM ASSY LH,FRONT AXLE,1519.62,2666,87085000,9,9,18
1314A00801,ARM ASSY LH (MAHAAN),Front Axle,4069.17,6897,87085000,9,9,18
1314A00901,ARM ASSY RH (MAHAAN),Front Axle,4069.17,6897,87085000,9,9,18
1314A01001,ASSY CENTER BEAM (MAHAAN),Front Axle,4044.15,7095,87085000,9,9,18
1314A01201,SPINDLE SHAFT & DUST SHIELD LH - MAHAMHN,FRONT AXLE,2081.61,3528,87085000,9,9,18
1314A01301,SPINDLE SHAFT & DUST SHIELD RH - MAHAMHN,FRONT AXLE,2381.47,4036,87085000,9,9,18
1314A01401,ASSY. CENTER BEAM,FRONT AXLE,4522.95,7935,87085000,9,9,18
1314A01402,ASSY. CENTER BEAM,FRONT AXLE,4072.19,6902,87085000,9,9,18
1314A01601,ARM ASSY LH,FRONT AXLE,2785.53,4721,87085000,9,9,18
1314A01701,ARM ASSY RH,FRONT AXLE,2366.64,4152,87085000,9,9,18
1314A02501,ASSY. CENTER BEAM,Front Axle,3406.89,5977,87085000,9,9,18
1314A02601,ARM ASSY.LH,OTHERS,3955.92,6705,87085000,9,9,18
